po_id,po_number,vendor_id,dc_id,item_id,order_date,expected_delivery_date,po_status,po_type,ordered_units,ordered_cases,unit_cost,total_cost,payment_terms
1717,PO00001717,V3955,DC012,621,2024-11-21,2024-12-01,Received,Cross-Dock,901,75,145.14,130771.14,Net 45
1718,PO00001718,V3858,DC013,367,2024-11-11,2024-11-27,Received,Rush,848,70,113.2,95993.6,2/10 Net 30
1719,PO00001719,V4169,DC016,827,2024-10-08,2024-10-16,Received,Regular,1071,89,139.55,149458.05,Net 60
1720,PO00001720,V2328,DC010,90,2024-01-18,2024-02-03,Received,Regular,381,31,31.9,12153.9,2/10 Net 30
1721,PO00001721,V1550,DC016,929,2024-06-12,2024-07-01,Confirmed,Rush,984,82,171.3,168559.2,Net 45
1722,PO00001722,V3136,DC015,970,2024-08-28,2024-09-06,Received,Rush,472,39,112.82,53251.04,2/10 Net 30
1723,PO00001723,V2139,DC016,618,2024-03-23,2024-03-28,Received,Regular,234,19,147.98,34627.32,Net 60
1724,PO00001724,V4840,DC011,580,2024-12-02,2024-12-06,Received,Direct Import,711,59,124.04,88192.44,Net 60
1725,PO00001725,V4352,DC020,157,2024-05-12,2024-05-16,Confirmed,Rush,1157,96,115.71,133876.47,Net 30
1726,PO00001726,V4793,DC019,219,2024-03-07,2024-03-22,Received,Regular,1250,104,58.69,73362.5,2/10 Net 30
1727,PO00001727,V3025,DC010,750,2024-06-13,2024-06-17,Received,Regular,607,50,139.15,84464.05,Net 60
1728,PO00001728,V4971,DC018,636,2024-12-05,2024-12-20,Received,Regular,416,34,126.94,52807.04,Net 30
1729,PO00001729,V2503,DC020,667,2024-06-17,2024-06-27,Received,Regular,919,76,180.81,166164.39,Net 45
1730,PO00001730,V1144,DC008,789,2024-09-28,2024-10-02,Open,Direct Import,860,71,140.77,121062.2,Net 30
1731,PO00001731,V4858,DC011,231,2024-12-21,2025-01-03,Received,Regular,1052,87,192.13,202120.76,Net 45
1732,PO00001732,V3235,DC005,440,2024-01-27,2024-02-06,Open,Rush,325,27,24.6,7995.0,2/10 Net 30
1733,PO00001733,V1919,DC016,575,2024-02-03,2024-02-20,Received,Rush,1232,102,151.92,187165.44,Net 30
1734,PO00001734,V3146,DC019,340,2024-10-06,2024-10-27,Shipped,Regular,200,16,11.24,2248.0,2/10 Net 30
1735,PO00001735,V1730,DC009,817,2024-07-15,2024-07-18,Confirmed,Regular,38,3,64.9,2466.2,Net 60
1736,PO00001736,V1805,DC001,595,2024-01-23,2024-01-27,Received,Regular,502,41,8.14,4086.28,Net 45
1737,PO00001737,V1281,DC012,752,2024-06-06,2024-06-24,Shipped,Cross-Dock,295,24,41.0,12095.0,Net 30
1738,PO00001738,V4971,DC015,636,2024-07-27,2024-08-02,Cancelled,Regular,994,82,126.94,126178.36,Net 60
1739,PO00001739,V4221,DC025,245,2024-11-26,2024-12-04,Received,Rush,861,71,91.9,79125.9,Net 60
1740,PO00001740,V2386,DC025,352,2024-01-27,2024-01-31,Confirmed,Regular,693,57,100.23,69459.39,2/10 Net 30
1741,PO00001741,V1605,DC016,244,2024-08-21,2024-09-02,Shipped,Rush,648,54,40.78,26425.44,Net 30
1742,PO00001742,V1102,DC005,463,2024-07-17,2024-07-20,Received,Regular,732,61,106.96,78294.72,2/10 Net 30
1743,PO00001743,V3617,DC005,127,2024-05-06,2024-05-20,Confirmed,Regular,415,34,153.51,63706.65,Net 45
1744,PO00001744,V1842,DC013,560,2024-10-01,2024-10-10,Shipped,Regular,749,62,192.49,144175.01,Net 30
1745,PO00001745,V4140,DC003,856,2024-01-25,2024-01-30,Shipped,Regular,1290,107,118.43,152774.7,Net 60
1746,PO00001746,V3146,DC024,100,2024-02-06,2024-02-21,Confirmed,Regular,261,21,141.67,36975.87,Net 60
1747,PO00001747,V1305,DC005,289,2024-07-03,2024-07-19,Shipped,Regular,17,1,90.04,1530.68,2/10 Net 30
1748,PO00001748,V4643,DC008,232,2024-06-08,2024-06-22,Confirmed,Regular,1341,111,141.58,189858.78,Net 30
1749,PO00001749,V4533,DC018,961,2024-04-24,2024-05-05,Confirmed,Regular,658,54,196.05,129000.9,Net 60
1750,PO00001750,V3194,DC025,167,2024-03-04,2024-03-21,Received,Regular,791,65,3.84,3037.44,2/10 Net 30
1751,PO00001751,V4840,DC022,580,2024-10-22,2024-11-12,Received,Regular,181,15,124.04,22451.24,Net 45
1752,PO00001752,V2024,DC009,768,2024-02-04,2024-02-07,Received,Regular,360,30,28.27,10177.2,Net 60
1753,PO00001753,V4413,DC001,311,2024-12-06,2024-12-19,Received,Direct Import,228,19,42.54,9699.12,2/10 Net 30
1754,PO00001754,V3525,DC015,862,2024-01-31,2024-02-15,Received,Cross-Dock,1193,99,150.53,179582.29,2/10 Net 30
1755,PO00001755,V2372,DC020,427,2024-11-16,2024-12-01,Received,Cross-Dock,892,74,183.65,163815.8,Net 60
1756,PO00001756,V3916,DC018,880,2024-07-18,2024-08-07,Received,Regular,938,78,13.21,12390.98,Net 60
1757,PO00001757,V2161,DC023,556,2024-01-19,2024-02-09,Confirmed,Rush,327,27,187.4,61279.8,Net 30
1758,PO00001758,V3458,DC017,390,2024-11-14,2024-11-27,Received,Regular,50,4,82.33,4116.5,Net 45
1759,PO00001759,V1525,DC020,492,2024-02-27,2024-03-14,Received,Regular,1063,88,12.75,13553.25,Net 45
1760,PO00001760,V4470,DC016,963,2024-03-21,2024-04-10,Received,Regular,941,78,76.57,72052.37,2/10 Net 30
1761,PO00001761,V2159,DC007,867,2024-04-15,2024-05-04,Confirmed,Rush,698,58,80.28,56035.44,Net 30
1762,PO00001762,V2398,DC003,855,2024-12-31,2025-01-21,Open,Regular,238,19,55.12,13118.56,2/10 Net 30
1763,PO00001763,V1647,DC009,702,2024-08-17,2024-08-28,Received,Direct Import,1148,95,95.63,109783.24,Net 60
1764,PO00001764,V4782,DC014,779,2024-11-07,2024-11-15,Received,Regular,227,18,157.1,35661.7,Net 30
1765,PO00001765,V2928,DC020,866,2024-11-15,2024-11-21,Open,Regular,593,49,95.73,56767.89,Net 45
1766,PO00001766,V1575,DC008,941,2024-04-09,2024-04-25,Confirmed,Cross-Dock,108,9,45.65,4930.2,Net 60
1767,PO00001767,V2953,DC014,662,2024-04-11,2024-04-19,Cancelled,Rush,168,14,119.13,20013.84,Net 60
1768,PO00001768,V2953,DC006,995,2024-10-29,2024-11-08,Confirmed,Regular,645,53,176.11,113590.95,Net 60
1769,PO00001769,V2538,DC020,633,2024-01-25,2024-02-05,Received,Regular,754,62,42.61,32127.94,Net 30
1770,PO00001770,V4784,DC011,886,2024-02-08,2024-02-23,Received,Regular,800,66,165.31,132248.0,Net 45
1771,PO00001771,V2946,DC019,33,2024-10-06,2024-10-27,Received,Direct Import,1050,87,5.37,5638.5,2/10 Net 30
1772,PO00001772,V3967,DC003,397,2024-11-24,2024-12-12,Confirmed,Cross-Dock,513,42,137.32,70445.16,Net 30
1773,PO00001773,V3092,DC005,772,2024-06-15,2024-07-03,Received,Cross-Dock,87,7,24.73,2151.51,2/10 Net 30
1774,PO00001774,V3668,DC022,318,2024-12-19,2024-12-27,Shipped,Regular,1195,99,72.77,86960.15,Net 60
1775,PO00001775,V4477,DC013,217,2024-03-06,2024-03-12,Cancelled,Regular,49,4,0.79,38.71,Net 45
1776,PO00001776,V2455,DC001,418,2024-05-21,2024-05-27,Received,Direct Import,1155,96,110.63,127777.65,Net 60
1777,PO00001777,V2714,DC014,584,2024-11-09,2024-11-12,Open,Regular,891,74,192.63,171633.33,Net 60
1778,PO00001778,V1163,DC022,290,2024-08-07,2024-08-17,Received,Regular,1044,87,93.53,97645.32,Net 30
1779,PO00001779,V4770,DC001,762,2024-02-01,2024-02-17,Shipped,Cross-Dock,1074,89,41.66,44742.84,2/10 Net 30
1780,PO00001780,V2665,DC016,838,2024-02-12,2024-02-24,Shipped,Regular,99,8,64.63,6398.37,Net 60
1781,PO00001781,V4751,DC022,330,2024-12-04,2024-12-22,Open,Cross-Dock,372,31,98.42,36612.24,Net 30
1782,PO00001782,V2178,DC002,287,2024-06-06,2024-06-12,Received,Regular,1052,87,156.97,165132.44,2/10 Net 30
1783,PO00001783,V1384,DC005,843,2024-04-18,2024-05-02,Open,Regular,281,23,140.44,39463.64,Net 45
1784,PO00001784,V1305,DC008,289,2024-02-29,2024-03-05,Shipped,Regular,453,37,90.04,40788.12,Net 45
1785,PO00001785,V4140,DC015,856,2024-10-24,2024-11-06,Received,Regular,564,47,118.43,66794.52,Net 30
1786,PO00001786,V3045,DC010,164,2024-05-01,2024-05-10,Received,Rush,447,37,76.28,34097.16,2/10 Net 30
1787,PO00001787,V1500,DC018,350,2024-01-08,2024-01-19,Received,Direct Import,1368,114,149.07,203927.76,Net 60
1788,PO00001788,V4810,DC001,328,2024-03-30,2024-04-11,Received,Regular,1193,99,36.97,44105.21,Net 60
1789,PO00001789,V3692,DC004,187,2024-05-26,2024-06-11,Confirmed,Regular,395,32,126.14,49825.3,Net 30
1790,PO00001790,V2056,DC001,540,2024-12-16,2024-12-31,Cancelled,Direct Import,1076,89,24.58,26448.08,Net 45
1791,PO00001791,V2034,DC008,181,2024-06-10,2024-06-27,Open,Regular,1013,84,28.27,28637.51,Net 60
1792,PO00001792,V1828,DC022,951,2024-04-26,2024-05-10,Confirmed,Regular,794,66,128.08,101695.52,Net 45
1793,PO00001793,V2014,DC022,493,2024-06-04,2024-06-25,Received,Regular,54,4,70.58,3811.32,Net 45
1794,PO00001794,V2119,DC007,660,2024-06-11,2024-06-19,Received,Rush,1273,106,72.88,92776.24,2/10 Net 30
1795,PO00001795,V3287,DC010,700,2024-02-04,2024-02-12,Confirmed,Regular,1104,92,198.78,219453.12,Net 60
1796,PO00001796,V3258,DC009,124,2024-05-10,2024-05-31,Received,Rush,1425,118,26.1,37192.5,2/10 Net 30
1797,PO00001797,V3951,DC019,983,2024-05-30,2024-06-13,Received,Regular,459,38,103.85,47667.15,2/10 Net 30
1798,PO00001798,V1393,DC025,294,2024-12-06,2024-12-14,Received,Regular,221,18,64.4,14232.4,Net 30
1799,PO00001799,V3690,DC013,825,2024-10-26,2024-10-30,Confirmed,Direct Import,788,65,127.72,100643.36,Net 45
1800,PO00001800,V2013,DC011,194,2024-06-18,2024-07-01,Open,Regular,158,13,147.33,23278.14,Net 30
1801,PO00001801,V2673,DC024,317,2024-06-13,2024-06-21,Shipped,Regular,466,38,57.01,26566.66,2/10 Net 30
1802,PO00001802,V4810,DC014,328,2024-12-25,2025-01-09,Received,Regular,815,67,36.97,30130.55,2/10 Net 30
1803,PO00001803,V4179,DC009,383,2024-01-08,2024-01-16,Received,Regular,267,22,177.57,47411.19,Net 60
1804,PO00001804,V4953,DC019,233,2024-11-01,2024-11-14,Shipped,Regular,1167,97,78.62,91749.54,2/10 Net 30
1805,PO00001805,V4192,DC025,508,2024-10-23,2024-10-30,Received,Rush,691,57,55.17,38122.47,Net 45
1806,PO00001806,V4000,DC020,645,2024-10-26,2024-11-10,Received,Regular,675,56,165.66,111820.5,2/10 Net 30
1807,PO00001807,V2304,DC010,998,2024-01-14,2024-01-22,Received,Regular,1257,104,180.9,227391.3,2/10 Net 30
1808,PO00001808,V1163,DC015,290,2024-05-13,2024-06-03,Received,Regular,1194,99,93.53,111674.82,Net 30
1809,PO00001809,V2362,DC008,431,2024-04-01,2024-04-21,Received,Regular,593,49,155.53,92229.29,2/10 Net 30
1810,PO00001810,V3978,DC005,347,2024-05-26,2024-05-30,Shipped,Regular,350,29,54.2,18970.0,2/10 Net 30
1811,PO00001811,V4211,DC010,1000,2024-02-13,2024-02-20,Cancelled,Regular,1234,102,160.73,198340.82,Net 60
1812,PO00001812,V2797,DC003,955,2024-01-26,2024-01-30,Received,Cross-Dock,539,44,171.58,92481.62,Net 30
1813,PO00001813,V2372,DC025,806,2024-07-16,2024-08-03,Received,Direct Import,907,75,65.64,59535.48,2/10 Net 30
1814,PO00001814,V3235,DC006,440,2024-11-24,2024-11-28,Received,Regular,522,43,24.6,12841.2,Net 30
1815,PO00001815,V3388,DC023,151,2024-06-10,2024-06-16,Open,Regular,286,23,23.69,6775.34,Net 45
1816,PO00001816,V4636,DC019,148,2024-07-29,2024-08-04,Received,Regular,131,10,137.37,17995.47,Net 30
1817,PO00001817,V4630,DC011,283,2024-11-14,2024-12-02,Shipped,Direct Import,799,66,28.07,22427.93,2/10 Net 30
1818,PO00001818,V1644,DC024,323,2024-04-03,2024-04-21,Cancelled,Regular,722,60,48.23,34822.06,Net 45
1819,PO00001819,V4352,DC012,242,2024-11-10,2024-11-18,Received,Regular,113,9,110.94,12536.22,Net 60
1820,PO00001820,V3858,DC009,367,2024-09-26,2024-10-03,Received,Regular,978,81,113.2,110709.6,Net 60
1821,PO00001821,V2602,DC003,776,2024-06-29,2024-07-03,Received,Rush,983,81,98.85,97169.55,Net 60
1822,PO00001822,V2398,DC004,855,2024-03-28,2024-04-10,Open,Regular,1242,103,55.12,68459.04,Net 60
1823,PO00001823,V1647,DC014,702,2024-02-26,2024-03-06,Received,Regular,743,61,95.63,71053.09,Net 30
1824,PO00001824,V4938,DC009,171,2024-01-03,2024-01-12,Open,Regular,444,37,185.79,82490.76,Net 45
1825,PO00001825,V2619,DC018,977,2024-02-19,2024-03-08,Received,Regular,1240,103,120.23,149085.2,2/10 Net 30
1826,PO00001826,V2796,DC016,441,2024-08-24,2024-09-04,Shipped,Direct Import,112,9,139.41,15613.92,Net 30
1827,PO00001827,V4314,DC001,631,2024-01-22,2024-02-10,Cancelled,Cross-Dock,66,5,40.59,2678.94,Net 30
1828,PO00001828,V2679,DC018,810,2024-09-07,2024-09-25,Confirmed,Regular,452,37,89.28,40354.56,Net 45
1829,PO00001829,V2247,DC012,414,2024-07-17,2024-08-06,Cancelled,Regular,1328,110,114.27,151750.56,Net 45
1830,PO00001830,V4616,DC015,865,2024-12-01,2024-12-09,Received,Direct Import,878,73,0.67,588.26,2/10 Net 30
1831,PO00001831,V2362,DC020,431,2024-02-09,2024-02-16,Received,Direct Import,1440,120,155.53,223963.2,Net 30
1832,PO00001832,V2001,DC018,589,2024-06-19,2024-06-29,Received,Cross-Dock,739,61,120.11,88761.29,Net 30
1833,PO00001833,V1731,DC001,154,2024-11-12,2024-11-23,Confirmed,Regular,450,37,130.88,58896.0,Net 60
1834,PO00001834,V1724,DC024,261,2024-05-26,2024-06-14,Received,Cross-Dock,1386,115,97.77,135509.22,Net 45
1835,PO00001835,V3567,DC015,36,2024-06-27,2024-07-08,Received,Regular,452,37,153.28,69282.56,Net 60
1836,PO00001836,V1329,DC019,435,2024-04-20,2024-04-29,Shipped,Regular,20,1,107.16,2143.2,Net 45
1837,PO00001837,V3017,DC013,904,2024-01-21,2024-01-30,Shipped,Regular,454,37,151.03,68567.62,Net 30
1838,PO00001838,V4793,DC011,219,2024-02-15,2024-02-19,Open,Regular,1044,87,58.69,61272.36,Net 45
1839,PO00001839,V1442,DC004,83,2024-03-25,2024-04-02,Received,Direct Import,45,3,169.54,7629.3,Net 60
1840,PO00001840,V4643,DC010,115,2024-08-28,2024-09-04,Received,Direct Import,803,66,25.33,20339.99,2/10 Net 30
1841,PO00001841,V4619,DC022,987,2024-08-30,2024-09-02,Received,Rush,629,52,42.02,26430.58,2/10 Net 30
1842,PO00001842,V4067,DC023,342,2024-10-25,2024-11-10,Confirmed,Rush,998,83,118.37,118133.26,Net 45
1843,PO00001843,V4527,DC024,8,2024-03-22,2024-03-26,Received,Direct Import,750,62,98.96,74220.0,Net 30
1844,PO00001844,V2743,DC007,869,2024-10-14,2024-10-24,Received,Direct Import,915,76,68.25,62448.75,2/10 Net 30
1845,PO00001845,V1541,DC004,314,2024-10-09,2024-10-28,Received,Rush,515,42,14.23,7328.45,Net 60
1846,PO00001846,V4300,DC017,504,2024-07-13,2024-07-27,Open,Rush,1134,94,166.55,188867.7,2/10 Net 30
1847,PO00001847,V3841,DC003,247,2024-06-22,2024-06-27,Received,Regular,284,23,29.2,8292.8,Net 60
1848,PO00001848,V2218,DC019,605,2024-08-29,2024-09-04,Received,Regular,407,33,140.21,57065.47,Net 30
1849,PO00001849,V4872,DC001,92,2024-03-01,2024-03-06,Confirmed,Regular,1224,102,11.43,13990.32,2/10 Net 30
1850,PO00001850,V2624,DC023,43,2024-11-26,2024-12-03,Open,Cross-Dock,1428,119,135.63,193679.64,Net 30
1851,PO00001851,V1813,DC009,720,2024-04-27,2024-05-09,Open,Rush,1240,103,192.69,238935.6,Net 30
1852,PO00001852,V4338,DC017,635,2024-09-04,2024-09-17,Confirmed,Rush,1032,86,56.25,58050.0,Net 60
1853,PO00001853,V2316,DC012,971,2024-05-17,2024-05-22,Received,Cross-Dock,1278,106,98.35,125691.3,Net 45
1854,PO00001854,V3898,DC013,159,2024-03-22,2024-04-03,Confirmed,Regular,275,22,169.94,46733.5,2/10 Net 30
1855,PO00001855,V4140,DC022,856,2024-12-12,2024-12-23,Confirmed,Regular,290,24,118.43,34344.7,Net 60
1856,PO00001856,V3740,DC014,14,2024-12-22,2025-01-02,Received,Regular,1247,103,14.64,18256.08,Net 30
1857,PO00001857,V2859,DC002,523,2024-03-05,2024-03-11,Received,Rush,967,80,166.22,160734.74,2/10 Net 30
1858,PO00001858,V2792,DC009,783,2024-11-27,2024-11-30,Received,Regular,120,10,40.35,4842.0,Net 45
1859,PO00001859,V4470,DC016,963,2024-04-26,2024-05-08,Confirmed,Regular,1225,102,76.57,93798.25,2/10 Net 30
1860,PO00001860,V3509,DC025,35,2024-03-24,2024-04-13,Shipped,Regular,707,58,190.03,134351.21,Net 30
1861,PO00001861,V2621,DC002,351,2024-02-12,2024-02-19,Open,Regular,385,32,158.98,61207.3,Net 45
1862,PO00001862,V4884,DC022,679,2024-02-01,2024-02-14,Received,Regular,791,65,20.6,16294.6,Net 45
1863,PO00001863,V3701,DC022,388,2024-02-01,2024-02-11,Cancelled,Direct Import,852,71,182.49,155481.48,Net 60
1864,PO00001864,V2547,DC014,622,2024-05-22,2024-05-31,Received,Direct Import,1311,109,190.23,249391.53,Net 30
1865,PO00001865,V3094,DC025,740,2024-03-20,2024-03-27,Shipped,Regular,708,59,33.87,23979.96,Net 30
1866,PO00001866,V2693,DC023,410,2024-12-04,2024-12-23,Received,Rush,1066,88,106.78,113827.48,Net 60
1867,PO00001867,V4432,DC004,391,2024-12-12,2024-12-27,Received,Regular,62,5,170.84,10592.08,Net 45
1868,PO00001868,V3001,DC017,601,2024-01-23,2024-02-08,Confirmed,Regular,490,40,6.9,3381.0,Net 45
1869,PO00001869,V4368,DC018,705,2024-11-28,2024-12-10,Received,Direct Import,259,21,11.67,3022.53,Net 45
1870,PO00001870,V2277,DC023,751,2024-08-11,2024-08-14,Received,Regular,60,5,171.76,10305.6,Net 60
1871,PO00001871,V3575,DC022,994,2024-08-18,2024-09-03,Received,Regular,1115,92,82.23,91686.45,Net 60
1872,PO00001872,V4615,DC015,282,2024-07-19,2024-08-05,Received,Regular,571,47,77.79,44418.09,Net 60
1873,PO00001873,V2969,DC010,933,2024-10-10,2024-10-15,Confirmed,Rush,458,38,79.65,36479.7,Net 30
1874,PO00001874,V4131,DC011,940,2024-02-04,2024-02-16,Open,Regular,1370,114,29.19,39990.3,Net 60
1875,PO00001875,V3217,DC009,459,2024-11-05,2024-11-26,Received,Regular,188,15,58.99,11090.12,2/10 Net 30
1876,PO00001876,V2083,DC017,728,2024-07-20,2024-08-04,Received,Rush,260,21,57.08,14840.8,Net 60
1877,PO00001877,V1575,DC018,941,2024-06-13,2024-06-19,Received,Direct Import,381,31,45.65,17392.65,Net 30
1878,PO00001878,V3299,DC022,76,2024-12-14,2024-12-28,Shipped,Direct Import,446,37,5.49,2448.54,Net 30
1879,PO00001879,V2981,DC024,319,2024-04-03,2024-04-10,Shipped,Rush,1365,113,36.15,49344.75,Net 30
1880,PO00001880,V3141,DC004,555,2024-06-02,2024-06-19,Received,Cross-Dock,327,27,74.23,24273.21,Net 30
1881,PO00001881,V2991,DC017,457,2024-05-12,2024-05-17,Confirmed,Regular,175,14,13.14,2299.5,Net 30
1882,PO00001882,V3946,DC003,379,2024-07-20,2024-08-03,Confirmed,Regular,1343,111,14.03,18842.29,Net 45
1883,PO00001883,V3473,DC001,947,2024-01-07,2024-01-11,Cancelled,Regular,1005,83,116.23,116811.15,Net 30
1884,PO00001884,V4643,DC017,232,2024-06-01,2024-06-04,Shipped,Regular,1439,119,141.58,203733.62,Net 45
1885,PO00001885,V1143,DC006,341,2024-09-08,2024-09-19,Open,Regular,253,21,105.59,26714.27,Net 60
1886,PO00001886,V4634,DC016,522,2024-04-11,2024-04-21,Received,Regular,561,46,153.77,86264.97,Net 60
1887,PO00001887,V4934,DC003,377,2024-05-25,2024-06-07,Confirmed,Regular,710,59,18.02,12794.2,Net 60
1888,PO00001888,V3442,DC025,739,2024-03-11,2024-03-20,Open,Regular,619,51,86.98,53840.62,2/10 Net 30
1889,PO00001889,V4991,DC003,238,2024-12-19,2025-01-08,Confirmed,Regular,560,46,11.18,6260.8,2/10 Net 30
1890,PO00001890,V4434,DC001,273,2024-03-27,2024-04-03,Shipped,Regular,156,13,6.25,975.0,Net 45
1891,PO00001891,V1848,DC016,80,2024-11-20,2024-11-25,Open,Regular,641,53,14.19,9095.79,2/10 Net 30
1892,PO00001892,V3776,DC021,646,2024-07-25,2024-08-03,Received,Direct Import,1357,113,109.81,149012.17,2/10 Net 30
1893,PO00001893,V2145,DC004,78,2024-09-12,2024-09-19,Cancelled,Regular,452,37,123.32,55740.64,Net 60
1894,PO00001894,V3555,DC013,726,2024-09-19,2024-09-30,Shipped,Regular,1227,102,21.18,25987.86,Net 45
1895,PO00001895,V4926,DC014,766,2024-08-13,2024-08-16,Received,Direct Import,211,17,157.16,33160.76,Net 60
1896,PO00001896,V2741,DC011,55,2024-03-27,2024-04-15,Received,Direct Import,1152,96,132.41,152536.32,Net 45
1897,PO00001897,V2557,DC014,566,2024-10-04,2024-10-20,Received,Regular,612,51,119.77,73299.24,2/10 Net 30
1898,PO00001898,V2404,DC025,460,2024-12-31,2025-01-06,Confirmed,Rush,242,20,129.11,31244.62,Net 60
1899,PO00001899,V4000,DC019,645,2024-09-20,2024-10-07,Received,Regular,944,78,165.66,156383.04,Net 60
1900,PO00001900,V3194,DC023,167,2024-12-15,2024-12-21,Cancelled,Cross-Dock,1251,104,3.84,4803.84,Net 30
1901,PO00001901,V3690,DC010,825,2024-10-01,2024-10-21,Received,Regular,628,52,127.72,80208.16,Net 60
1902,PO00001902,V4000,DC020,216,2024-12-02,2024-12-23,Received,Regular,328,27,199.56,65455.68,Net 30
1903,PO00001903,V1497,DC017,746,2024-02-08,2024-02-12,Received,Direct Import,1387,115,169.81,235526.47,Net 30
1904,PO00001904,V3655,DC002,536,2024-05-22,2024-06-05,Shipped,Direct Import,201,16,110.87,22284.87,2/10 Net 30
1905,PO00001905,V1417,DC015,648,2024-11-13,2024-12-03,Open,Rush,124,10,72.76,9022.24,Net 45
1906,PO00001906,V1787,DC008,612,2024-10-10,2024-10-16,Received,Cross-Dock,1364,113,197.86,269881.04,Net 30
1907,PO00001907,V2981,DC018,319,2024-03-02,2024-03-17,Shipped,Regular,672,56,36.15,24292.8,Net 45
1908,PO00001908,V2760,DC015,791,2024-06-17,2024-07-07,Shipped,Regular,671,55,153.25,102830.75,2/10 Net 30
1909,PO00001909,V4105,DC008,236,2024-02-21,2024-02-29,Shipped,Regular,866,72,157.85,136698.1,Net 60
1910,PO00001910,V3681,DC011,66,2024-02-27,2024-03-02,Received,Regular,1425,118,144.63,206097.75,Net 30
1911,PO00001911,V3331,DC005,615,2024-06-09,2024-06-30,Shipped,Rush,963,80,158.36,152500.68,Net 30
1912,PO00001912,V3220,DC005,18,2024-02-14,2024-02-21,Received,Rush,963,80,193.76,186590.88,2/10 Net 30
1913,PO00001913,V1510,DC018,30,2024-08-08,2024-08-22,Confirmed,Regular,630,52,124.82,78636.6,Net 45
1914,PO00001914,V1842,DC003,560,2024-07-14,2024-07-31,Confirmed,Regular,397,33,192.49,76418.53,Net 60
1915,PO00001915,V3614,DC023,733,2024-04-17,2024-04-23,Received,Regular,1267,105,187.03,236967.01,Net 30
1916,PO00001916,V1144,DC016,789,2024-12-29,2025-01-05,Received,Cross-Dock,1298,108,140.77,182719.46,Net 60
1917,PO00001917,V4595,DC007,384,2024-10-11,2024-10-26,Confirmed,Direct Import,983,81,22.31,21930.73,2/10 Net 30
1918,PO00001918,V2630,DC018,208,2024-02-24,2024-03-16,Open,Regular,1296,108,184.55,239176.8,Net 60
1919,PO00001919,V2945,DC018,292,2024-12-03,2024-12-13,Shipped,Direct Import,299,24,190.09,56836.91,Net 30
1920,PO00001920,V1812,DC009,864,2024-01-04,2024-01-14,Confirmed,Rush,97,8,193.06,18726.82,Net 60
1921,PO00001921,V2440,DC013,87,2024-11-12,2024-11-30,Shipped,Direct Import,768,64,193.7,148761.6,2/10 Net 30
1922,PO00001922,V2562,DC013,725,2024-08-27,2024-09-16,Received,Regular,579,48,119.18,69005.22,Net 30
1923,PO00001923,V1790,DC021,738,2024-03-23,2024-04-11,Received,Regular,107,8,102.77,10996.39,Net 60
1924,PO00001924,V3442,DC009,739,2024-08-08,2024-08-17,Shipped,Direct Import,306,25,86.98,26615.88,Net 45
1925,PO00001925,V4687,DC001,972,2024-03-06,2024-03-11,Shipped,Regular,477,39,61.77,29464.29,2/10 Net 30
1926,PO00001926,V4855,DC009,550,2024-10-29,2024-11-01,Received,Direct Import,429,35,25.2,10810.8,2/10 Net 30
1927,PO00001927,V2314,DC009,293,2024-06-15,2024-06-21,Received,Regular,1324,110,191.8,253943.2,Net 30
1928,PO00001928,V1307,DC021,223,2024-09-05,2024-09-24,Received,Regular,1066,88,117.43,125180.38,Net 60
1929,PO00001929,V2372,DC002,427,2024-09-29,2024-10-07,Received,Regular,200,16,183.65,36730.0,Net 45
