forecast_id,forecast_date,store_id,item_id,dc_id,forecast_week,forecast_units,forecast_cases,ci_low,ci_high,actual_units,forecast_bias,mape,model_version
2835,2024-01-21,18,917,DC010,3,15,1,12,18,17,2,11.76,v3.0
2836,2024-01-21,18,201,DC010,3,20,1,16,24,18,-2,11.11,v2.6
2837,2024-01-21,18,331,DC002,3,21,1,16,25,20,-1,5.0,v1.3
2838,2024-01-21,18,197,DC003,3,19,1,15,22,19,0,0.0,v2.5
2839,2024-01-21,18,481,DC009,3,24,2,19,28,19,-5,26.32,v1.9
2840,2024-01-21,18,495,DC006,3,26,2,20,31,28,2,7.14,v2.4
2841,2024-01-21,18,343,DC012,3,15,1,12,18,14,-1,7.14,v3.8
2842,2024-01-21,18,966,DC003,3,16,1,12,19,13,-3,23.08,v3.8
2843,2024-01-21,18,534,DC004,3,17,1,13,20,19,2,10.53,v3.7
2844,2024-01-21,18,338,DC023,3,20,1,16,24,17,-3,17.65,v1.5
2845,2024-01-21,18,577,DC013,3,29,2,23,34,26,-3,11.54,v1.8
2846,2024-01-21,18,845,DC008,3,20,1,16,24,16,-4,25.0,v3.2
2847,2024-01-21,18,750,DC013,3,25,2,20,30,26,1,3.85,v3.8
2848,2024-01-21,18,715,DC001,3,23,1,18,27,24,1,4.17,v1.2
2849,2024-01-21,18,688,DC002,3,17,1,13,20,19,2,10.53,v3.3
2850,2024-01-21,18,689,DC011,3,26,2,20,31,25,-1,4.0,v1.6
2851,2024-01-21,13,956,DC003,3,24,2,19,28,27,3,11.11,v3.5
2852,2024-01-21,13,978,DC019,3,31,2,24,37,26,-5,19.23,v3.3
2853,2024-01-21,13,96,DC021,3,12,1,9,14,11,-1,9.09,v1.4
2854,2024-01-21,13,243,DC021,3,15,1,12,18,15,0,0.0,v1.3
2855,2024-01-21,13,267,DC012,3,17,1,13,20,15,-2,13.33,v3.4
2856,2024-01-21,13,301,DC013,3,22,1,17,26,21,-1,4.76,v2.6
2857,2024-01-21,13,625,DC007,3,19,1,15,22,16,-3,18.75,v3.1
2858,2024-01-21,13,771,DC021,3,21,1,16,25,23,2,8.7,v1.6
2859,2024-01-21,13,104,DC023,3,24,2,19,28,19,-5,26.32,v1.2
2860,2024-01-21,13,516,DC024,3,19,1,15,22,19,0,0.0,v2.6
2861,2024-01-21,13,640,DC015,3,24,2,19,28,23,-1,4.35,v3.6
2862,2024-01-21,13,699,DC018,3,12,1,9,14,12,0,0.0,v1.8
2863,2024-01-21,13,594,DC012,3,25,2,20,30,20,-5,25.0,v1.2
2864,2024-01-21,13,653,DC017,3,20,1,16,24,17,-3,17.65,v3.5
2865,2024-01-21,13,969,DC005,3,20,1,16,24,19,-1,5.26,v2.2
2866,2024-01-21,13,737,DC011,3,17,1,13,20,19,2,10.53,v1.2
2867,2024-01-21,13,605,DC021,3,15,1,12,18,16,1,6.25,v2.8
2868,2024-01-21,13,647,DC002,3,18,1,14,21,16,-2,12.5,v2.1
2869,2024-01-21,13,383,DC020,3,18,1,14,21,20,2,10.0,v3.5
2870,2024-01-21,13,116,DC016,3,17,1,13,20,19,2,10.53,v1.2
2871,2024-01-21,13,976,DC007,3,24,2,19,28,25,1,4.0,v2.2
2872,2024-01-21,13,403,DC011,3,24,2,19,28,23,-1,4.35,v2.4
2873,2024-01-21,13,50,DC012,3,24,2,19,28,25,1,4.0,v2.6
2874,2024-01-21,13,439,DC010,3,15,1,12,18,15,0,0.0,v2.4
2875,2024-01-21,13,804,DC003,3,18,1,14,21,20,2,10.0,v1.3
2876,2024-01-21,13,749,DC001,3,25,2,20,30,21,-4,19.05,v2.6
2877,2024-01-21,13,761,DC009,3,27,2,21,32,28,1,3.57,v2.9
2878,2024-01-21,13,442,DC002,3,17,1,13,20,15,-2,13.33,v1.8
2879,2024-01-21,13,990,DC008,3,15,1,12,18,16,1,6.25,v1.6
2880,2024-01-21,13,498,DC016,3,11,1,8,13,9,-2,22.22,v1.4
2881,2024-01-21,13,115,DC008,3,17,1,13,20,17,0,0.0,v2.6
2882,2024-01-21,13,470,DC016,3,20,1,16,24,23,3,13.04,v3.9
2883,2024-01-21,13,77,DC009,3,25,2,20,30,21,-4,19.05,v1.8
2884,2024-01-21,13,953,DC024,3,31,2,24,37,35,4,11.43,v2.8
2885,2024-01-21,13,917,DC010,3,21,1,16,25,17,-4,23.53,v3.2
2886,2024-01-21,13,201,DC014,3,22,1,17,26,25,3,12.0,v2.7
2887,2024-01-21,13,331,DC010,3,24,2,19,28,21,-3,14.29,v1.2
2888,2024-01-21,13,197,DC016,3,19,1,15,22,20,1,5.0,v2.8
2889,2024-01-21,13,481,DC004,3,15,1,12,18,14,-1,7.14,v2.4
2890,2024-01-21,13,495,DC005,3,20,1,16,24,22,2,9.09,v1.5
2891,2024-01-21,13,343,DC009,3,17,1,13,20,13,-4,30.77,v3.9
2892,2024-01-21,13,966,DC006,3,22,1,17,26,25,3,12.0,v1.4
2893,2024-01-21,13,534,DC022,3,17,1,13,20,17,0,0.0,v2.8
2894,2024-01-21,13,338,DC018,3,17,1,13,20,16,-1,6.25,v1.6
2895,2024-01-21,13,577,DC015,3,14,1,11,16,11,-3,27.27,v2.7
2896,2024-01-21,13,845,DC025,3,15,1,12,18,14,-1,7.14,v1.2
2897,2024-01-21,13,750,DC007,3,15,1,12,18,13,-2,15.38,v1.4
2898,2024-01-21,13,715,DC020,3,20,1,16,24,23,3,13.04,v1.5
2899,2024-01-21,13,688,DC021,3,24,2,19,28,19,-5,26.32,v2.3
2900,2024-01-21,13,689,DC025,3,31,2,24,37,31,0,0.0,v2.5
2901,2024-01-21,17,956,DC009,3,23,1,18,27,22,-1,4.55,v3.7
2902,2024-01-21,17,978,DC017,3,15,1,12,18,15,0,0.0,v1.1
2903,2024-01-21,17,96,DC010,3,20,1,16,24,23,3,13.04,v1.7
2904,2024-01-21,17,243,DC014,3,28,2,22,33,26,-2,7.69,v1.0
2905,2024-01-21,17,267,DC025,3,21,1,16,25,24,3,12.5,v1.4
2906,2024-01-21,17,301,DC023,3,18,1,14,21,19,1,5.26,v1.1
2907,2024-01-21,17,625,DC016,3,20,1,16,24,18,-2,11.11,v3.7
2908,2024-01-21,17,771,DC010,3,21,1,16,25,19,-2,10.53,v2.6
2909,2024-01-21,17,104,DC012,3,21,1,16,25,24,3,12.5,v2.2
2910,2024-01-21,17,516,DC001,3,22,1,17,26,18,-4,22.22,v2.3
2911,2024-01-21,17,640,DC003,3,17,1,13,20,14,-3,21.43,v1.0
2912,2024-01-21,17,699,DC003,3,17,1,13,20,14,-3,21.43,v3.3
2913,2024-01-21,17,594,DC011,3,22,1,17,26,21,-1,4.76,v3.9
2914,2024-01-21,17,653,DC022,3,23,1,18,27,23,0,0.0,v2.3
2915,2024-01-21,17,969,DC011,3,19,1,15,22,21,2,9.52,v1.4
2916,2024-01-21,17,737,DC012,3,18,1,14,21,17,-1,5.88,v2.1
2917,2024-01-21,17,605,DC006,3,31,2,24,37,36,5,13.89,v3.3
2918,2024-01-21,17,647,DC012,3,17,1,13,20,14,-3,21.43,v2.2
2919,2024-01-21,17,383,DC012,3,31,2,24,37,33,2,6.06,v2.5
2920,2024-01-21,17,116,DC020,3,26,2,20,31,23,-3,13.04,v2.5
2921,2024-01-21,17,976,DC006,3,27,2,21,32,24,-3,12.5,v3.0
2922,2024-01-21,17,403,DC013,3,23,1,18,27,22,-1,4.55,v2.2
2923,2024-01-21,17,50,DC001,3,26,2,20,31,28,2,7.14,v2.5
2924,2024-01-21,17,439,DC020,3,19,1,15,22,15,-4,26.67,v3.6
2925,2024-01-21,17,804,DC002,3,18,1,14,21,16,-2,12.5,v1.5
2926,2024-01-21,17,749,DC003,3,20,1,16,24,21,1,4.76,v3.0
2927,2024-01-21,17,761,DC004,3,18,1,14,21,19,1,5.26,v1.8
2928,2024-01-21,17,442,DC019,3,23,1,18,27,20,-3,15.0,v2.6
2929,2024-01-21,17,990,DC021,3,28,2,22,33,33,5,15.15,v3.3
2930,2024-01-21,17,498,DC021,3,17,1,13,20,15,-2,13.33,v3.3
2931,2024-01-21,17,115,DC011,3,25,2,20,30,23,-2,8.7,v2.8
2932,2024-01-21,17,470,DC005,3,22,1,17,26,24,2,8.33,v1.7
2933,2024-01-21,17,77,DC021,3,15,1,12,18,13,-2,15.38,v2.7
2934,2024-01-21,17,953,DC009,3,16,1,12,19,15,-1,6.67,v1.0
2935,2024-01-21,17,917,DC016,3,18,1,14,21,19,1,5.26,v2.5
2936,2024-01-21,17,201,DC020,3,18,1,14,21,21,3,14.29,v1.7
2937,2024-01-21,17,331,DC023,3,25,2,20,30,24,-1,4.17,v2.0
2938,2024-01-21,17,197,DC007,3,21,1,16,25,17,-4,23.53,v3.7
2939,2024-01-21,17,481,DC004,3,15,1,12,18,14,-1,7.14,v3.1
2940,2024-01-21,17,495,DC011,3,27,2,21,32,23,-4,17.39,v2.7
2941,2024-01-21,17,343,DC010,3,17,1,13,20,18,1,5.56,v2.7
2942,2024-01-21,17,966,DC005,3,22,1,17,26,19,-3,15.79,v3.4
2943,2024-01-21,17,534,DC003,3,20,1,16,24,17,-3,17.65,v3.1
2944,2024-01-21,17,338,DC012,3,13,1,10,15,11,-2,18.18,v1.8
2945,2024-01-21,17,577,DC009,3,24,2,19,28,19,-5,26.32,v2.0
2946,2024-01-21,17,845,DC001,3,17,1,13,20,14,-3,21.43,v1.7
2947,2024-01-21,17,750,DC024,3,22,1,17,26,22,0,0.0,v3.7
2948,2024-01-21,17,715,DC009,3,13,1,10,15,15,2,13.33,v1.0
2949,2024-01-21,17,688,DC025,3,25,2,20,30,29,4,13.79,v3.2
2950,2024-01-21,17,689,DC005,3,25,2,20,30,28,3,10.71,v3.8
2951,2024-01-21,27,956,DC011,3,27,2,21,32,26,-1,3.85,v2.3
2952,2024-01-21,27,978,DC015,3,15,1,12,18,17,2,11.76,v2.1
2953,2024-01-21,27,96,DC003,3,26,2,20,31,29,3,10.34,v1.1
2954,2024-01-21,27,243,DC001,3,16,1,12,19,14,-2,14.29,v2.5
2955,2024-01-21,27,267,DC022,3,25,2,20,30,22,-3,13.64,v1.5
2956,2024-01-21,27,301,DC008,3,13,1,10,15,15,2,13.33,v2.0
2957,2024-01-21,27,625,DC003,3,18,1,14,21,20,2,10.0,v3.7
2958,2024-01-21,27,771,DC007,3,21,1,16,25,21,0,0.0,v1.0
2959,2024-01-21,27,104,DC016,3,24,2,19,28,27,3,11.11,v1.1
2960,2024-01-21,27,516,DC005,3,15,1,12,18,14,-1,7.14,v1.3
2961,2024-01-21,27,640,DC021,3,16,1,12,19,14,-2,14.29,v2.6
2962,2024-01-21,27,699,DC004,3,15,1,12,18,14,-1,7.14,v3.3
2963,2024-01-21,27,594,DC023,3,20,1,16,24,16,-4,25.0,v1.9
2964,2024-01-21,27,653,DC019,3,17,1,13,20,19,2,10.53,v1.3
2965,2024-01-21,27,969,DC017,3,18,1,14,21,18,0,0.0,v2.5
2966,2024-01-21,27,737,DC005,3,28,2,22,33,25,-3,12.0,v3.5
2967,2024-01-21,27,605,DC012,3,25,2,20,30,29,4,13.79,v3.4
2968,2024-01-21,27,647,DC021,3,28,2,22,33,22,-6,27.27,v1.1
2969,2024-01-21,27,383,DC012,3,26,2,20,31,21,-5,23.81,v3.5
2970,2024-01-21,27,116,DC017,3,25,2,20,30,28,3,10.71,v3.6
2971,2024-01-21,27,976,DC002,3,24,2,19,28,25,1,4.0,v1.6
2972,2024-01-21,27,403,DC013,3,18,1,14,21,21,3,14.29,v1.3
2973,2024-01-21,27,50,DC002,3,12,1,9,14,9,-3,33.33,v2.9
2974,2024-01-21,27,439,DC001,3,11,1,8,13,12,1,8.33,v2.2
2975,2024-01-21,27,804,DC018,3,12,1,9,14,12,0,0.0,v2.5
2976,2024-01-21,27,749,DC025,3,15,1,12,18,14,-1,7.14,v2.2
2977,2024-01-21,27,761,DC010,3,23,1,18,27,25,2,8.0,v1.2
2978,2024-01-21,27,442,DC003,3,27,2,21,32,27,0,0.0,v3.6
2979,2024-01-21,27,990,DC011,3,15,1,12,18,12,-3,25.0,v2.8
2980,2024-01-21,27,498,DC011,3,15,1,12,18,15,0,0.0,v3.4
2981,2024-01-21,27,115,DC016,3,22,1,17,26,22,0,0.0,v2.2
2982,2024-01-21,27,470,DC017,3,19,1,15,22,19,0,0.0,v1.8
2983,2024-01-21,27,77,DC009,3,16,1,12,19,14,-2,14.29,v1.5
2984,2024-01-21,27,953,DC017,3,25,2,20,30,23,-2,8.7,v1.1
2985,2024-01-21,27,917,DC003,3,28,2,22,33,26,-2,7.69,v3.7
2986,2024-01-21,27,201,DC014,3,20,1,16,24,16,-4,25.0,v2.4
2987,2024-01-21,27,331,DC013,3,33,2,26,39,34,1,2.94,v1.5
2988,2024-01-21,27,197,DC009,3,16,1,12,19,16,0,0.0,v2.0
2989,2024-01-21,27,481,DC013,3,19,1,15,22,21,2,9.52,v3.1
2990,2024-01-21,27,495,DC009,3,17,1,13,20,13,-4,30.77,v1.9
2991,2024-01-21,27,343,DC003,3,16,1,12,19,14,-2,14.29,v2.0
2992,2024-01-21,27,966,DC016,3,18,1,14,21,19,1,5.26,v2.4
2993,2024-01-21,27,534,DC005,3,20,1,16,24,16,-4,25.0,v2.8
2994,2024-01-21,27,338,DC019,3,10,1,8,12,9,-1,11.11,v2.6
2995,2024-01-21,27,577,DC024,3,21,1,16,25,18,-3,16.67,v2.2
2996,2024-01-21,27,845,DC004,3,17,1,13,20,17,0,0.0,v2.0
2997,2024-01-21,27,750,DC011,3,25,2,20,30,28,3,10.71,v2.9
2998,2024-01-21,27,715,DC012,3,23,1,18,27,20,-3,15.0,v1.4
2999,2024-01-21,27,688,DC008,3,13,1,10,15,14,1,7.14,v1.2
3000,2024-01-21,27,689,DC022,3,20,1,16,24,16,-4,25.0,v1.6
3001,2024-01-28,21,732,DC018,4,16,1,12,19,16,0,0.0,v3.6
3002,2024-01-28,21,743,DC021,4,21,1,16,25,19,-2,10.53,v3.1
3003,2024-01-28,21,9,DC017,4,23,1,18,27,19,-4,21.05,v1.0
3004,2024-01-28,21,546,DC020,4,23,1,18,27,24,1,4.17,v2.8
3005,2024-01-28,21,139,DC024,4,16,1,12,19,15,-1,6.67,v3.1
3006,2024-01-28,21,204,DC015,4,22,1,17,26,24,2,8.33,v1.7
3007,2024-01-28,21,573,DC005,4,24,2,19,28,27,3,11.11,v3.5
3008,2024-01-28,21,468,DC020,4,23,1,18,27,23,0,0.0,v2.0
3009,2024-01-28,21,88,DC004,4,24,2,19,28,19,-5,26.32,v2.8
3010,2024-01-28,21,756,DC022,4,14,1,11,16,15,1,6.67,v1.4
3011,2024-01-28,21,534,DC008,4,23,1,18,27,21,-2,9.52,v2.4
3012,2024-01-28,21,459,DC011,4,22,1,17,26,23,1,4.35,v2.7
3013,2024-01-28,21,663,DC009,4,15,1,12,18,16,1,6.25,v1.5
3014,2024-01-28,21,118,DC018,4,17,1,13,20,14,-3,21.43,v2.6
3015,2024-01-28,21,691,DC017,4,20,1,16,24,23,3,13.04,v2.8
3016,2024-01-28,21,624,DC025,4,17,1,13,20,16,-1,6.25,v1.6
3017,2024-01-28,21,987,DC019,4,15,1,12,18,14,-1,7.14,v3.6
3018,2024-01-28,21,962,DC002,4,17,1,13,20,18,1,5.56,v2.0
3019,2024-01-28,21,747,DC021,4,31,2,24,37,30,-1,3.33,v3.2
3020,2024-01-28,21,319,DC014,4,16,1,12,19,17,1,5.88,v2.2
3021,2024-01-28,21,146,DC025,4,18,1,14,21,16,-2,12.5,v1.5
3022,2024-01-28,21,57,DC021,4,26,2,20,31,26,0,0.0,v3.9
3023,2024-01-28,21,565,DC023,4,20,1,16,24,16,-4,25.0,v1.5
3024,2024-01-28,21,744,DC001,4,22,1,17,26,22,0,0.0,v3.5
3025,2024-01-28,21,437,DC007,4,21,1,16,25,17,-4,23.53,v3.4
3026,2024-01-28,21,20,DC011,4,22,1,17,26,22,0,0.0,v1.8
3027,2024-01-28,21,314,DC015,4,23,1,18,27,22,-1,4.55,v1.6
3028,2024-01-28,21,868,DC025,4,21,1,16,25,23,2,8.7,v2.6
3029,2024-01-28,21,947,DC004,4,33,2,26,39,29,-4,13.79,v2.3
3030,2024-01-28,21,877,DC005,4,16,1,12,19,13,-3,23.08,v1.5
3031,2024-01-28,21,78,DC001,4,18,1,14,21,18,0,0.0,v3.6
3032,2024-01-28,21,303,DC005,4,25,2,20,30,20,-5,25.0,v1.9
3033,2024-01-28,21,311,DC004,4,24,2,19,28,25,1,4.0,v3.2
3034,2024-01-28,21,750,DC013,4,22,1,17,26,24,2,8.33,v3.9
3035,2024-01-28,21,679,DC017,4,26,2,20,31,25,-1,4.0,v3.4
3036,2024-01-28,21,637,DC001,4,24,2,19,28,28,4,14.29,v3.3
3037,2024-01-28,21,292,DC016,4,24,2,19,28,26,2,7.69,v3.6
3038,2024-01-28,21,428,DC007,4,22,1,17,26,23,1,4.35,v1.2
3039,2024-01-28,21,577,DC024,4,19,1,15,22,16,-3,18.75,v3.4
3040,2024-01-28,21,842,DC023,4,16,1,12,19,13,-3,23.08,v2.0
3041,2024-01-28,21,579,DC012,4,22,1,17,26,24,2,8.33,v3.5
3042,2024-01-28,21,971,DC013,4,22,1,17,26,25,3,12.0,v3.4
3043,2024-01-28,21,957,DC005,4,25,2,20,30,20,-5,25.0,v3.6
3044,2024-01-28,21,913,DC011,4,20,1,16,24,16,-4,25.0,v2.4
3045,2024-01-28,21,361,DC006,4,18,1,14,21,17,-1,5.88,v3.5
3046,2024-01-28,21,588,DC018,4,19,1,15,22,17,-2,11.76,v2.3
3047,2024-01-28,21,61,DC001,4,19,1,15,22,17,-2,11.76,v1.6
3048,2024-01-28,21,129,DC012,4,20,1,16,24,20,0,0.0,v3.6
3049,2024-01-28,21,851,DC014,4,26,2,20,31,22,-4,18.18,v2.7
3050,2024-01-28,21,356,DC003,4,18,1,14,21,15,-3,20.0,v2.7
3051,2024-01-28,7,732,DC009,4,12,1,9,14,9,-3,33.33,v2.4
3052,2024-01-28,7,743,DC001,4,18,1,14,21,18,0,0.0,v3.0
3053,2024-01-28,7,9,DC015,4,21,1,16,25,17,-4,23.53,v2.3
3054,2024-01-28,7,546,DC017,4,23,1,18,27,22,-1,4.55,v3.2
3055,2024-01-28,7,139,DC023,4,20,1,16,24,23,3,13.04,v1.3
3056,2024-01-28,7,204,DC015,4,25,2,20,30,26,1,3.85,v3.2
3057,2024-01-28,7,573,DC019,4,27,2,21,32,30,3,10.0,v3.2
3058,2024-01-28,7,468,DC007,4,21,1,16,25,21,0,0.0,v1.8
3059,2024-01-28,7,88,DC023,4,18,1,14,21,16,-2,12.5,v3.4
3060,2024-01-28,7,756,DC014,4,23,1,18,27,25,2,8.0,v1.7
3061,2024-01-28,7,534,DC020,4,24,2,19,28,24,0,0.0,v3.6
3062,2024-01-28,7,459,DC003,4,16,1,12,19,16,0,0.0,v3.4
3063,2024-01-28,7,663,DC004,4,20,1,16,24,17,-3,17.65,v1.8
3064,2024-01-28,7,118,DC018,4,13,1,10,15,11,-2,18.18,v1.9
3065,2024-01-28,7,691,DC007,4,19,1,15,22,20,1,5.0,v3.0
3066,2024-01-28,7,624,DC007,4,22,1,17,26,22,0,0.0,v2.5
3067,2024-01-28,7,987,DC010,4,23,1,18,27,23,0,0.0,v3.8
3068,2024-01-28,7,962,DC018,4,22,1,17,26,22,0,0.0,v3.0
3069,2024-01-28,7,747,DC015,4,20,1,16,24,19,-1,5.26,v2.6
3070,2024-01-28,7,319,DC006,4,25,2,20,30,28,3,10.71,v3.3
3071,2024-01-28,7,146,DC001,4,23,1,18,27,19,-4,21.05,v3.4
3072,2024-01-28,7,57,DC025,4,19,1,15,22,17,-2,11.76,v1.6
3073,2024-01-28,7,565,DC020,4,13,1,10,15,11,-2,18.18,v2.1
3074,2024-01-28,7,744,DC020,4,17,1,13,20,13,-4,30.77,v2.2
3075,2024-01-28,7,437,DC024,4,27,2,21,32,23,-4,17.39,v2.9
3076,2024-01-28,7,20,DC019,4,23,1,18,27,19,-4,21.05,v3.4
3077,2024-01-28,7,314,DC005,4,14,1,11,16,15,1,6.67,v1.6
3078,2024-01-28,7,868,DC003,4,34,2,27,40,34,0,0.0,v3.7
3079,2024-01-28,7,947,DC008,4,26,2,20,31,28,2,7.14,v2.7
3080,2024-01-28,7,877,DC012,4,16,1,12,19,15,-1,6.67,v1.7
3081,2024-01-28,7,78,DC020,4,27,2,21,32,27,0,0.0,v2.4
3082,2024-01-28,7,303,DC020,4,21,1,16,25,21,0,0.0,v1.0
3083,2024-01-28,7,311,DC004,4,24,2,19,28,27,3,11.11,v1.5
3084,2024-01-28,7,750,DC012,4,19,1,15,22,16,-3,18.75,v1.8
3085,2024-01-28,7,679,DC006,4,16,1,12,19,14,-2,14.29,v2.1
3086,2024-01-28,7,637,DC002,4,26,2,20,31,24,-2,8.33,v3.5
3087,2024-01-28,7,292,DC025,4,23,1,18,27,26,3,11.54,v2.9
3088,2024-01-28,7,428,DC017,4,18,1,14,21,18,0,0.0,v2.8
3089,2024-01-28,7,577,DC016,4,18,1,14,21,17,-1,5.88,v3.3
3090,2024-01-28,7,842,DC011,4,27,2,21,32,30,3,10.0,v1.8
3091,2024-01-28,7,579,DC002,4,16,1,12,19,17,1,5.88,v1.7
3092,2024-01-28,7,971,DC003,4,20,1,16,24,23,3,13.04,v2.1
3093,2024-01-28,7,957,DC025,4,16,1,12,19,16,0,0.0,v1.5
3094,2024-01-28,7,913,DC024,4,28,2,22,33,31,3,9.68,v3.3
3095,2024-01-28,7,361,DC024,4,21,1,16,25,25,4,16.0,v2.2
3096,2024-01-28,7,588,DC024,4,16,1,12,19,13,-3,23.08,v1.7
3097,2024-01-28,7,61,DC023,4,22,1,17,26,24,2,8.33,v3.0
3098,2024-01-28,7,129,DC023,4,19,1,15,22,15,-4,26.67,v2.7
3099,2024-01-28,7,851,DC019,4,19,1,15,22,20,1,5.0,v3.6
3100,2024-01-28,7,356,DC001,4,29,2,23,34,28,-1,3.57,v2.6
3101,2024-01-28,3,732,DC020,4,16,1,12,19,14,-2,14.29,v1.5
3102,2024-01-28,3,743,DC004,4,19,1,15,22,19,0,0.0,v2.9
3103,2024-01-28,3,9,DC013,4,22,1,17,26,19,-3,15.79,v2.5
3104,2024-01-28,3,546,DC006,4,20,1,16,24,16,-4,25.0,v2.7
3105,2024-01-28,3,139,DC018,4,19,1,15,22,22,3,13.64,v3.1
3106,2024-01-28,3,204,DC022,4,18,1,14,21,19,1,5.26,v3.4
3107,2024-01-28,3,573,DC009,4,9,1,7,10,8,-1,12.5,v2.8
3108,2024-01-28,3,468,DC017,4,19,1,15,22,20,1,5.0,v1.8
3109,2024-01-28,3,88,DC004,4,22,1,17,26,19,-3,15.79,v2.0
3110,2024-01-28,3,756,DC018,4,24,2,19,28,28,4,14.29,v3.6
3111,2024-01-28,3,534,DC003,4,18,1,14,21,16,-2,12.5,v3.2
3112,2024-01-28,3,459,DC009,4,9,1,7,10,9,0,0.0,v1.7
3113,2024-01-28,3,663,DC002,4,17,1,13,20,18,1,5.56,v2.8
3114,2024-01-28,3,118,DC023,4,24,2,19,28,26,2,7.69,v1.1
3115,2024-01-28,3,691,DC006,4,18,1,14,21,17,-1,5.88,v3.3
3116,2024-01-28,3,624,DC012,4,13,1,10,15,10,-3,30.0,v1.9
3117,2024-01-28,3,987,DC004,4,20,1,16,24,22,2,9.09,v1.1
3118,2024-01-28,3,962,DC018,4,22,1,17,26,22,0,0.0,v2.8
3119,2024-01-28,3,747,DC006,4,22,1,17,26,17,-5,29.41,v1.5
3120,2024-01-28,3,319,DC007,4,23,1,18,27,20,-3,15.0,v3.7
3121,2024-01-28,3,146,DC013,4,21,1,16,25,19,-2,10.53,v1.7
3122,2024-01-28,3,57,DC024,4,16,1,12,19,19,3,15.79,v1.5
3123,2024-01-28,3,565,DC023,4,16,1,12,19,15,-1,6.67,v2.7
3124,2024-01-28,3,744,DC011,4,16,1,12,19,17,1,5.88,v3.6
3125,2024-01-28,3,437,DC019,4,16,1,12,19,13,-3,23.08,v2.4
3126,2024-01-28,3,20,DC019,4,23,1,18,27,23,0,0.0,v1.1
3127,2024-01-28,3,314,DC019,4,20,1,16,24,19,-1,5.26,v2.7
3128,2024-01-28,3,868,DC008,4,25,2,20,30,24,-1,4.17,v1.7
3129,2024-01-28,3,947,DC006,4,15,1,12,18,12,-3,25.0,v1.3
3130,2024-01-28,3,877,DC001,4,17,1,13,20,18,1,5.56,v3.8
3131,2024-01-28,3,78,DC001,4,22,1,17,26,25,3,12.0,v3.0
3132,2024-01-28,3,303,DC003,4,18,1,14,21,15,-3,20.0,v2.7
3133,2024-01-28,3,311,DC005,4,16,1,12,19,17,1,5.88,v3.4
3134,2024-01-28,3,750,DC012,4,15,1,12,18,16,1,6.25,v2.1
3135,2024-01-28,3,679,DC024,4,21,1,16,25,21,0,0.0,v2.9
3136,2024-01-28,3,637,DC013,4,15,1,12,18,12,-3,25.0,v3.0
3137,2024-01-28,3,292,DC015,4,17,1,13,20,16,-1,6.25,v3.8
3138,2024-01-28,3,428,DC002,4,13,1,10,15,14,1,7.14,v1.9
3139,2024-01-28,3,577,DC014,4,25,2,20,30,20,-5,25.0,v3.0
3140,2024-01-28,3,842,DC010,4,21,1,16,25,20,-1,5.0,v1.4
3141,2024-01-28,3,579,DC014,4,22,1,17,26,17,-5,29.41,v1.9
3142,2024-01-28,3,971,DC009,4,20,1,16,24,21,1,4.76,v3.6
3143,2024-01-28,3,957,DC006,4,18,1,14,21,17,-1,5.88,v1.6
3144,2024-01-28,3,913,DC005,4,19,1,15,22,17,-2,11.76,v2.2
3145,2024-01-28,3,361,DC019,4,27,2,21,32,28,1,3.57,v3.5
3146,2024-01-28,3,588,DC018,4,19,1,15,22,20,1,5.0,v3.2
3147,2024-01-28,3,61,DC005,4,25,2,20,30,21,-4,19.05,v2.8
3148,2024-01-28,3,129,DC002,4,21,1,16,25,23,2,8.7,v2.0
3149,2024-01-28,3,851,DC012,4,17,1,13,20,13,-4,30.77,v2.3
3150,2024-01-28,3,356,DC008,4,18,1,14,21,20,2,10.0,v1.2
3151,2024-01-28,39,732,DC023,4,30,2,24,36,28,-2,7.14,v1.2
3152,2024-01-28,39,743,DC002,4,17,1,13,20,19,2,10.53,v2.0
3153,2024-01-28,39,9,DC019,4,19,1,15,22,17,-2,11.76,v1.9
3154,2024-01-28,39,546,DC015,4,15,1,12,18,17,2,11.76,v2.2
3155,2024-01-28,39,139,DC008,4,21,1,16,25,24,3,12.5,v2.9
3156,2024-01-28,39,204,DC011,4,18,1,14,21,18,0,0.0,v2.3
3157,2024-01-28,39,573,DC017,4,23,1,18,27,19,-4,21.05,v1.3
3158,2024-01-28,39,468,DC016,4,29,2,23,34,33,4,12.12,v1.2
3159,2024-01-28,39,88,DC015,4,15,1,12,18,17,2,11.76,v3.5
3160,2024-01-28,39,756,DC015,4,12,1,9,14,11,-1,9.09,v2.5
3161,2024-01-28,39,534,DC005,4,24,2,19,28,23,-1,4.35,v2.0
3162,2024-01-28,39,459,DC009,4,27,2,21,32,21,-6,28.57,v3.6
3163,2024-01-28,39,663,DC018,4,22,1,17,26,21,-1,4.76,v2.0
3164,2024-01-28,39,118,DC025,4,17,1,13,20,14,-3,21.43,v3.1
3165,2024-01-28,39,691,DC006,4,20,1,16,24,18,-2,11.11,v3.1
3166,2024-01-28,39,624,DC021,4,20,1,16,24,19,-1,5.26,v3.0
3167,2024-01-28,39,987,DC001,4,24,2,19,28,26,2,7.69,v1.9
3168,2024-01-28,39,962,DC018,4,16,1,12,19,14,-2,14.29,v1.2
3169,2024-01-28,39,747,DC024,4,22,1,17,26,18,-4,22.22,v3.1
